ID	Version	IsSupported	FieldCheck	FieldOK	Context	Syntax	TemplateName	DataScope	Params	Template	Remarks	Dependencies	EffectiveDate	RetireDate	CreateDate	CreatedBy_ID	LastModified	LastModifiedBy_ID
13	1	2	0	[NumRecords]=0	qc_ndc_nodata_shrubs	SQL	qc_ndc_nodata_shrubs	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, tbl_LP_Belt_Transect.Transect, \nCount(tbl_LP_Shrub.Shrub_ID) AS Shrub_Count\nFROM tbl_Locations \nLEFT JOIN (tbl_Events \nLEFT JOIN (tbl_LP_Belt_Transect \nLEFT JOIN tbl_LP_Shrub \nON tbl_LP_Belt_Transect.Transect_ID = tbl_LP_Shrub.Transect_ID) \nON tbl_Events.Event_ID = tbl_LP_Belt_Transect.Event_ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nGROUP BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, tbl_LP_Belt_Transect.Transect, tbl_Locations.Vegetation_Type\nHAVING (((tbl_Events.Start_Date) Is Not Null) \nAND ((Count(tbl_LP_Shrub.Shrub_ID))=0) \nAND ((tbl_Locations.Vegetation_Type)<>"oak scrub"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, tbl_LP_Belt_Transect.Transect;	Displays plot visits where no shrub data were collected [PlotCheck form]		3/22/2017		3/22/2017 12:21:22 PM	0	3/22/2017 12:21:22 PM	0
14	1	2	0	[NumRecords]=0	qc_ndc_nodata_si-disturbance	SQL	qc_ndc_nodata_si-disturbance	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date,\nCount(tbl_Impact_Details.Impact_Details_ID) AS Disturbance_Count\nFROM tbl_Locations \nLEFT JOIN (tbl_Events \nLEFT JOIN (tbl_Site_Impact LEFT JOIN tbl_Impact_Details \nON tbl_Site_Impact.Impact_ID = tbl_Impact_Details.Impact_ID) \nON tbl_Events.Event_ID = tbl_Site_Impact.Event_ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nGROUP BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date\nHAVING (((tbl_Events.Start_Date) Is Not Null) \nAND ((Count(tbl_Impact_Details.Impact_Details_ID))=0))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date;	Lists plot visits where no site impact - disturbance data was collected [PlotCheck form]		3/22/2017		3/22/2017 12:21:37 PM	0	3/22/2017 12:21:37 PM	0
15	1	2	0	[NumRecords]=0	qc_ndc_nodata_si-exotics	SQL	qc_ndc_nodata_si-exotics	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date,\nCount(tbl_Dist_Exotic.Exotic_ID) AS SI_Exotic_Count\nFROM tbl_Locations \nLEFT JOIN (tbl_Events \nLEFT JOIN (tbl_Site_Impact \nLEFT JOIN tbl_Dist_Exotic \nON tbl_Site_Impact.Impact_ID = tbl_Dist_Exotic.Impact_ID) \nON tbl_Events.Event_ID = tbl_Site_Impact.Event_ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nGROUP BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date\nHAVING (((tbl_Events.Start_Date) Is Not Null) \nAND ((Count(tbl_Dist_Exotic.Exotic_ID))=0))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date;	Lists plot visits where no site impact - exotics data was collected [PlotCheck form]		3/22/2017		3/22/2017 12:22:05 PM	0	3/22/2017 12:22:05 PM	0
16	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_census	SQL	qc_ndc_nodatacollected_census	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN NoDataCollected ON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="OverstoryTree-Census"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flags were set for OT census [PlotCheck form]		3/22/2017		3/22/2017 12:22:20 PM	0	3/22/2017 12:22:20 PM	0
17	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_exoticfreq	SQL	qc_ndc_nodatacollected_exoticfreq	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, \nNoDataCollected.SampleType AS Method, tbl_LP_Belt_Transect.Transect\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN (tbl_LP_Belt_Transect \nINNER JOIN NoDataCollected \nON tbl_LP_Belt_Transect.Transect_ID = NoDataCollected.ID) \nON tbl_Events.Event_ID = tbl_LP_Belt_Transect.Event_ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="1mBelt-Exotics"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType, tbl_LP_Belt_Transect.Transect;	Lists plot visits where no data collected flags were set for 1m-Belt exotics [PlotCheck form]		3/22/2017		3/22/2017 12:22:35 PM	0	3/22/2017 12:22:35 PM	0
18	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_fuels1000hr	SQL	qc_ndc_nodatacollected_fuels1000hr	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN NoDataCollected \nON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="Fuel-1000hr"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flag was set for 1000hr fuels [PlotCheck form]		3/22/2017		3/22/2017 12:22:50 PM	0	3/22/2017 12:22:50 PM	0
19	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_fuels1000hr_transect_A	SQL	qc_ndc_nodatacollected_fuels1000hr_transect_A	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events INNER JOIN NoDataCollected \nON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="Fuel-1000hr-A"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flag was set for 1000hr fuels on transect A [PlotCheck form]		3/22/2017		3/22/2017 12:23:03 PM	0	3/22/2017 12:23:03 PM	0
20	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_fuels1000hr_transect_B	SQL	qc_ndc_nodatacollected_fuels1000hr_transect_B	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN NoDataCollected ON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="Fuel-1000hr-B"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flag was set for 1000hr fuels on transect B [PlotCheck form]		3/22/2017		3/22/2017 12:23:17 PM	0	3/22/2017 12:23:17 PM	0
21	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_fuels1000hr_transect_C	SQL	qc_ndc_nodatacollected_fuels1000hr_transect_C	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN NoDataCollected ON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="Fuel-1000hr-C"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flag was set for 1000hr fuels on transect C [PlotCheck form]		3/22/2017		3/22/2017 12:23:24 PM	0	3/22/2017 12:23:24 PM	0
22	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_fuels1000hr_transect_D	SQL	qc_ndc_nodatacollected_fuels1000hr_transect_D	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN NoDataCollected ON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="Fuel-1000hr-D"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flag was set for 1000hr fuels on transect D [PlotCheck form]		3/22/2017		3/22/2017 12:23:31 PM	0	3/22/2017 12:23:31 PM	0
23	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_saplings	SQL	qc_ndc_nodatacollected_saplings	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN NoDataCollected ON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="OverstoryTree-Sapling"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flag was set for OT saplings [PlotCheck form]		3/22/2017		3/22/2017 12:23:38 PM	0	3/22/2017 12:23:38 PM	0
24	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_seedlings	SQL	qc_ndc_nodatacollected_seedlings	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType AS Method, tbl_LP_Belt_Transect.Transect\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN (tbl_LP_Belt_Transect \nINNER JOIN NoDataCollected \nON tbl_LP_Belt_Transect.Transect_ID = NoDataCollected.ID) \nON tbl_Events.Event_ID = tbl_LP_Belt_Transect.Event_ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="1mBelt-TreeSeedling"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType, tbl_LP_Belt_Transect.Transect;	Lists plot visit transects where no data collected flag was set for 1m-Belt seedlings [PlotCheck form]		3/22/2017		3/22/2017 12:23:49 PM	0	3/22/2017 12:23:49 PM	0
25	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_shrubs	SQL	qc_ndc_nodatacollected_shrubs	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType AS Method, tbl_LP_Belt_Transect.Transect\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN (tbl_LP_Belt_Transect \nINNER JOIN NoDataCollected \nON tbl_LP_Belt_Transect.Transect_ID = NoDataCollected.ID) \nON tbl_Events.Event_ID = tbl_LP_Belt_Transect.Event_ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="1mBelt-Shrub"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType, tbl_LP_Belt_Transect.Transect;	Lists plot visit transects where no data collected flag was set for 1m-Belt shrubs [PlotCheck form]		3/22/2017		3/22/2017 12:24:03 PM	0	3/22/2017 12:24:03 PM	0
26	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_si-disturbance	SQL	qc_ndc_nodatacollected_si-disturbance	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN NoDataCollected ON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="SiteImpact-Disturbance"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flag was set for site impact - disturbance [PlotCheck form]		3/22/2017		3/22/2017 12:24:10 PM	0	3/22/2017 12:24:10 PM	0
27	1	2	0	[NumRecords]=0	qc_ndc_nodatacollected_si-exotics	SQL	qc_ndc_nodatacollected_si-exotics	QC		SELECT tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType\nFROM tbl_Locations \nINNER JOIN (tbl_Events \nINNER JOIN NoDataCollected ON tbl_Events.Event_ID = NoDataCollected.ID) \nON tbl_Locations.Location_ID = tbl_Events.Location_ID\nWHERE (((NoDataCollected.SampleType)="SiteImpact-Exotic"))\nORDER BY tbl_Locations.Unit_Code, tbl_Locations.Plot_ID, tbl_Events.Start_Date, NoDataCollected.SampleType;	Lists plot visits where no data collected flag was set for site impact - exotics [PlotCheck form]		3/22/2017		3/22/2017 12:24:26 PM	0	3/22/2017 12:24:26 PM	0
28	1	2	0	[NumRecords]=0	qc_ndc_notrecorded_census	SQL	qc_ndc_notrecorded_census	QC		SELECT qc_ndc_nodata_census.Unit_Code, qc_ndc_nodata_census.Plot_ID, qc_ndc_nodata_census.Start_Date\nFROM qc_ndc_nodata_census \nLEFT JOIN qc_ndc_nodatacollected_census \nON (qc_ndc_nodata_census.Start_Date = qc_ndc_nodatacollected_census.Start_Date) AND (qc_ndc_nodata_census.Plot_ID = qc_ndc_nodatacollected_census.Plot_ID) \nAND (qc_ndc_nodata_census.Unit_Code = qc_ndc_nodatacollected_census.Unit_Code)\nWHERE (((qc_ndc_nodatacollected_census.Unit_Code) Is Null))\nORDER BY qc_ndc_nodata_census.Unit_Code, qc_ndc_nodata_census.Plot_ID, qc_ndc_nodata_census.Start_Date;	Lists plot visits where no OT census data is recorded [PlotCheck form]	3,16	3/22/2017		3/22/2017 12:24:39 PM	0	3/22/2017 12:24:39 PM	0
29	1	2	0	[NumRecords]=0	qc_ndc_notrecorded_exoticfreq	SQL	qc_ndc_notrecorded_exoticfreq	QC		SELECT qc_ndc_nodata_exoticfreq.Unit_Code, qc_ndc_nodata_exoticfreq.Plot_ID, qc_ndc_nodata_exoticfreq.Start_Date, qc_ndc_nodata_exoticfreq.Transect\nFROM qc_ndc_nodata_exoticfreq \nLEFT JOIN qc_ndc_nodatacollected_exoticfreq \nON (qc_ndc_nodata_exoticfreq.Transect = qc_ndc_nodatacollected_exoticfreq.Transect) \nAND (qc_ndc_nodata_exoticfreq.Start_Date = qc_ndc_nodatacollected_exoticfreq.Start_Date) \nAND (qc_ndc_nodata_exoticfreq.Plot_ID = qc_ndc_nodatacollected_exoticfreq.Plot_ID) \nAND (qc_ndc_nodata_exoticfreq.Unit_Code = qc_ndc_nodatacollected_exoticfreq.Unit_Code)\nWHERE (((qc_ndc_nodatacollected_exoticfreq.Unit_Code) Is Null))\nORDER BY qc_ndc_nodata_exoticfreq.Unit_Code, qc_ndc_nodata_exoticfreq.Plot_ID, qc_ndc_nodata_exoticfreq.Start_Date, qc_ndc_nodata_exoticfreq.Transect;	Lists plot visit transects where no exotic frequency data is recorded [PlotCheck form]	4,17	3/22/2017		3/22/2017 12:24:59 PM	0	3/22/2017 12:24:59 PM	0
